City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,wailua homesteads,22.0669,-159.378,28.44,74,40,5.66,US,1688508386
290,idfu,24.9803,32.8747,34.0,15,0,3.72,EG,1688508386
291,kingscliff,-28.2667,153.5667,18.89,94,44,2.57,AU,1688508386
292,zhosaly,45.4878,64.0781,27.25,34,73,2.39,KZ,1688508386
293,port lincoln,-34.7333,135.8667,10.93,65,78,6.9,AU,1688508387
294,mahdia,35.5047,11.0622,26.97,66,0,0.79,TN,1688508387
295,ust'-ilimsk,58.0006,102.6619,16.91,79,98,3.02,RU,1688508387
296,vrsac,45.1167,21.3036,20.9,88,0,3.09,RS,1688508387
297,al khums,32.6486,14.2619,24.37,78,0,1.3,LY,1688508387
298,ola,59.5833,151.2833,16.19,85,79,3.47,RU,1688508388
299,la ronge,55.1001,-105.2842,18.12,31,40,5.14,CA,1688508388
300,margate,51.3813,1.3862,14.39,93,100,2.68,GB,1688508388
301,qaqortoq,60.7167,-46.0333,6.06,84,59,3.04,GL,1688508388
302,kill devil hills,36.0307,-75.676,30.55,76,40,2.57,US,1688508389
303,mishan,45.55,131.8833,19.62,81,98,5.0,CN,1688508389
304,pyapon,16.2833,95.6833,25.24,89,100,5.0,MM,1688508389
305,aberdeen,57.1437,-2.0981,12.27,87,100,1.54,GB,1688508265
306,gunnedah,-30.9833,150.25,11.86,94,100,3.72,AU,1688508389
307,svetlyy,54.675,20.1347,13.03,77,66,3.4,RU,1688508390
308,vorgashor,67.5833,63.95,13.29,90,1,4.66,RU,1688508390
309,podgornoye,51.735,39.1496,18.12,94,0,1.0,RU,1688508390
310,leiston,52.2061,1.5776,13.56,99,100,3.26,GB,1688508390
311,baruun-urt,46.6806,113.2792,12.9,77,86,3.83,MN,1688508390
312,whangarei,-35.7317,174.3239,14.37,76,100,3.17,NZ,1688508390
313,kapuskasing,49.4169,-82.4331,32.05,48,75,3.6,CA,1688508391
314,aksu,41.1231,80.2644,25.29,31,99,5.01,CN,1688508391
315,kununurra,-15.7667,128.7333,15.99,94,82,0.0,AU,1688508391
316,salur,18.5333,83.2167,27.2,86,81,0.46,IN,1688508391
317,sault ste. marie,46.5168,-84.3333,30.31,44,0,4.63,CA,1688508332
318,mil'kovo,55.6078,37.7956,19.22,82,23,2.31,RU,1688508392
319,berriane,32.8265,3.7669,35.45,23,1,5.18,DZ,1688508271
320,ocean acres,39.7435,-74.281,30.38,73,82,0.45,US,1688508392
321,akureyri,65.6835,-18.0878,5.96,81,75,7.2,IS,1688508384
322,pucheng,27.9233,118.5333,24.58,94,100,0.74,CN,1688508392
323,orsk,51.2049,58.5668,18.5,77,0,3.0,RU,1688508393
324,kayangel,8.0823,134.7173,28.49,74,49,3.74,PW,1688508393
325,nar'yan-mar,67.6713,53.087,13.4,83,93,7.2,RU,1688508393
326,arno,60.1167,18.6333,15.44,88,100,5.94,SE,1688508393
327,sittwe,20.15,92.9,27.23,88,100,8.92,MM,1688508393
328,anna regina,7.2644,-58.5077,26.0,86,68,4.84,GY,1688508393
329,oodweyne,9.4092,45.064,23.52,52,11,7.16,SO,1688508394
330,tarawa,1.419,172.984,30.05,79,40,4.12,KI,1688508394
331,les cayes,18.2,-73.75,30.53,65,32,3.35,HT,1688508394
332,lidzbark,53.2628,19.8266,14.47,65,71,2.16,PL,1688508394
333,hafar al-batin,28.4328,45.9708,33.32,14,0,3.09,SA,1688508394
334,lamu,-2.2717,40.902,24.12,77,50,7.52,KE,1688508394
335,okhotsk,59.3833,143.3,14.67,70,9,1.98,RU,1688508395
336,cole harbour,44.6724,-63.4751,23.87,85,75,3.09,CA,1688508395
337,harstad,68.799,16.5293,14.89,88,39,1.65,NO,1688508395
338,adilcevaz,38.8039,42.7342,20.11,58,7,2.89,TR,1688508395
339,batticaloa,7.7102,81.6924,28.33,64,100,6.72,LK,1688508377
340,tromso,69.6496,18.957,10.77,87,0,3.6,NO,1688508115
341,ta`u,-14.2336,-169.5144,27.17,77,95,9.6,AS,1688508396
